'sample interval','V5','MLII'
4680,-0.235,0.035
4681,-0.225,0.045
4682,-0.205,0.050
4683,-0.195,0.030
4684,-0.200,0.015
4685,-0.215,0.010
4686,-0.215,0.015
4687,-0.230,0.035
4688,-0.205,0.045
4689,-0.200,0.030
4690,-0.210,0.010
4691,-0.230,0.005
4692,-0.215,0.020
4693,-0.210,0.035
4694,-0.205,0.040
4695,-0.200,0.020
4696,-0.215,0.010
4697,-0.225,0.005
4698,-0.235,0.010
4699,-0.220,0.020
4700,-0.205,0.030
4701,-0.225,0.025
4702,-0.210,0.015
4703,-0.230,0.015
4704,-0.225,0.030
4705,-0.225,0.035
4706,-0.205,0.040
4707,-0.200,0.045
4708,-0.210,0.035
4709,-0.220,0.035
4710,-0.235,0.075
4711,-0.210,0.100
4712,-0.180,0.130
4713,-0.160,0.155
4714,-0.165,0.190
4715,-0.160,0.255
4716,-0.130,0.335
4717,-0.100,0.410
4718,-0.085,0.500
4719,-0.150,0.620
4720,-0.240,0.785
4721,-0.310,0.945
4722,-0.340,1.135
4723,-0.375,1.320
4724,-0.435,1.495
4725,-0.510,1.660
4726,-0.545,1.840
4727,-0.510,2.040
4728,-0.420,2.220
4729,-0.300,2.300
4730,-0.155,2.225
4731,-0.020,1.960
4732,0.045,1.545
4733,0.015,1.065
4734,-0.110,0.655
4735,-0.315,0.365
4736,-0.485,0.185
4737,-0.595,0.065
4738,-0.610,0.015
4739,-0.590,0.020
4740,-0.515,0.050
4741,-0.420,0.045
4742,-0.300,0.045
4743,-0.235,0.020
4744,-0.225,-0.010
4745,-0.205,-0.015
4746,-0.200,-0.040
4747,-0.190,-0.045
4748,-0.160,-0.045
4749,-0.165,-0.065
4750,-0.180,-0.075
4751,-0.185,-0.095
4752,-0.175,-0.080
4753,-0.155,-0.075
4754,-0.130,-0.060
4755,-0.130,-0.075
4756,-0.150,-0.095
4757,-0.150,-0.100
4758,-0.155,-0.100
4759,-0.135,-0.075
4760,-0.115,-0.070
4761,-0.115,-0.075
4762,-0.115,-0.090
4763,-0.140,-0.110
4764,-0.125,-0.100
4765,-0.125,-0.085
4766,-0.095,-0.085
4767,-0.100,-0.095
4768,-0.110,-0.120
4769,-0.130,-0.115
4770,-0.130,-0.110
4771,-0.125,-0.105
4772,-0.105,-0.105
4773,-0.105,-0.105
4774,-0.110,-0.120
4775,-0.110,-0.115
4776,-0.110,-0.115
4777,-0.105,-0.110
4778,-0.080,-0.110
4779,-0.080,-0.125
4780,-0.090,-0.125
4781,-0.115,-0.130
4782,-0.105,-0.125
4783,-0.095,-0.115
4784,-0.080,-0.095
4785,-0.075,-0.125
4786,-0.080,-0.125
4787,-0.085,-0.130
4788,-0.090,-0.125
4789,-0.080,-0.110
4790,-0.065,-0.115
4791,-0.065,-0.115
4792,-0.085,-0.130
4793,-0.100,-0.125
4794,-0.080,-0.125
4795,-0.070,-0.110
4796,-0.040,-0.100
4797,-0.045,-0.110
4798,-0.055,-0.130
4799,-0.065,-0.120
4800,-0.060,-0.115
4801,-0.055,-0.105
4802,-0.040,-0.105
4803,-0.025,-0.100
4804,-0.035,-0.130
4805,-0.040,-0.125
4806,-0.040,-0.110
4807,-0.025,-0.085
4808,0.000,-0.090
4809,-0.015,-0.090
4810,-0.015,-0.095
4811,-0.020,-0.105
4812,-0.015,-0.090
4813,-0.005,-0.075
4814,0.020,-0.075
4815,0.020,-0.075
4816,0.020,-0.075
4817,0.000,-0.065
4818,0.020,-0.050
4819,0.030,-0.025
4820,0.060,-0.010
4821,0.065,0.000
4822,0.065,-0.005
4823,0.060,-0.005
4824,0.070,0.015
4825,0.070,0.045
4826,0.105,0.065
4827,0.100,0.080
4828,0.105,0.095
4829,0.100,0.100
4830,0.110,0.125
4831,0.120,0.160
4832,0.140,0.175
4833,0.140,0.195
4834,0.130,0.190
4835,0.130,0.205
4836,0.130,0.240
4837,0.140,0.250
4838,0.160,0.270
4839,0.145,0.260
4840,0.120,0.265
4841,0.110,0.260
4842,0.090,0.285
4843,0.105,0.295
4844,0.115,0.285
4845,0.085,0.285
4846,0.065,0.255
4847,0.050,0.245
4848,0.035,0.245
4849,0.045,0.240
4850,0.045,0.240
4851,0.025,0.215
4852,0.000,0.190
4853,-0.020,0.180
4854,-0.035,0.170
4855,-0.030,0.165
4856,-0.030,0.160
4857,-0.045,0.140
4858,-0.070,0.110
4859,-0.090,0.105
4860,-0.080,0.115
4861,-0.080,0.125
4862,-0.070,0.135
4863,-0.070,0.110
4864,-0.095,0.095
4865,-0.100,0.090
4866,-0.130,0.095
4867,-0.125,0.120
4868,-0.110,0.110
4869,-0.105,0.095
4870,-0.115,0.095
4871,-0.125,0.075
4872,-0.140,0.090
4873,-0.130,0.090
4874,-0.100,0.100
4875,-0.120,0.075
4876,-0.130,0.070
4877,-0.150,0.075
4878,-0.145,0.080
4879,-0.120,0.085
4880,-0.115,0.080
4881,-0.110,0.075
4882,-0.125,0.065
4883,-0.135,0.065
4884,-0.145,0.065
4885,-0.130,0.085
4886,-0.100,0.080
4887,-0.125,0.070
4888,-0.135,0.055
4889,-0.140,0.055
4890,-0.145,0.055
4891,-0.130,0.065
4892,-0.120,0.075
4893,-0.120,0.060
4894,-0.130,0.045
4895,-0.145,0.035
4896,-0.170,0.045
4897,-0.150,0.060
4898,-0.135,0.055
4899,-0.145,0.055
4900,-0.155,0.030
4901,-0.160,0.030
4902,-0.170,0.035
4903,-0.145,0.050
4904,-0.125,0.050
4905,-0.135,0.040
4906,-0.145,0.020
4907,-0.155,0.030
4908,-0.160,0.030
4909,-0.155,0.040
4910,-0.145,0.035
4911,-0.140,0.035
4912,-0.150,0.025
4913,-0.150,0.025
4914,-0.150,0.035
4915,-0.135,0.045
4916,-0.115,0.035
4917,-0.130,0.035
4918,-0.135,0.005
4919,-0.150,0.025
4920,-0.150,0.035
4921,-0.135,0.055
4922,-0.130,0.060
4923,-0.140,0.045
4924,-0.135,0.030
4925,-0.145,0.035
4926,-0.150,0.050
4927,-0.135,0.065
4928,-0.125,0.050
4929,-0.135,0.050
4930,-0.140,0.035
4931,-0.145,0.035
4932,-0.145,0.060
4933,-0.130,0.070
4934,-0.110,0.070
4935,-0.120,0.060
4936,-0.135,0.040
4937,-0.145,0.040
4938,-0.155,0.045
4939,-0.135,0.060
4940,-0.120,0.060
4941,-0.130,0.040
4942,-0.140,0.040
4943,-0.160,0.030
4944,-0.155,0.040
4945,-0.155,0.060
4946,-0.140,0.060
4947,-0.150,0.045
4948,-0.165,0.030
4949,-0.170,0.025
4950,-0.200,0.035
4951,-0.170,0.055
4952,-0.165,0.045
4953,-0.165,0.035
4954,-0.180,0.025
4955,-0.185,0.015
4956,-0.175,0.025
4957,-0.170,0.055
4958,-0.155,0.035
4959,-0.165,0.030
4960,-0.185,0.020
4961,-0.200,0.015
4962,-0.190,0.015
4963,-0.175,0.015
4964,-0.160,0.030
4965,-0.165,0.020
4966,-0.190,0.000
4967,-0.200,0.005
4968,-0.205,0.020
4969,-0.195,0.025
4970,-0.175,0.055
4971,-0.185,0.025
4972,-0.190,0.010
4973,-0.195,0.000
4974,-0.190,0.020
4975,-0.190,0.020
4976,-0.185,0.025
4977,-0.190,0.020
4978,-0.195,0.005
4979,-0.205,-0.010
4980,-0.205,-0.010
4981,-0.205,0.015
4982,-0.190,0.015
4983,-0.190,0.025
4984,-0.205,0.010
4985,-0.200,0.005
4986,-0.205,0.015
4987,-0.190,0.020
4988,-0.180,0.030
4989,-0.205,0.010
4990,-0.215,0.005
4991,-0.220,-0.005
4992,-0.215,0.005
4993,-0.200,0.015
4994,-0.195,0.010
4995,-0.195,0.000
4996,-0.200,-0.005
4997,-0.220,-0.020
4998,-0.220,-0.005
4999,-0.205,0.005
5000,-0.200,0.010
5001,-0.195,0.005
5002,-0.215,-0.005
5003,-0.220,0.000
5004,-0.210,0.015
5005,-0.210,0.035
5006,-0.185,0.020
5007,-0.190,0.005
5008,-0.215,0.005
5009,-0.220,-0.005
5010,-0.215,0.010
5011,-0.205,0.025
5012,-0.190,0.020
5013,-0.195,0.020
5014,-0.220,0.005
5015,-0.220,0.005
5016,-0.210,0.020
5017,-0.200,0.035
5018,-0.195,0.015
5019,-0.195,0.015
5020,-0.210,0.000
5021,-0.215,-0.010
5022,-0.220,0.000
5023,-0.205,0.015
5024,-0.190,0.015
5025,-0.200,0.005
5026,-0.210,-0.020
5027,-0.215,-0.005
5028,-0.210,0.000
5029,-0.215,0.005
5030,-0.195,0.015
5031,-0.195,-0.015
5032,-0.195,-0.015
5033,-0.210,-0.015
5034,-0.205,0.005
5035,-0.195,0.020
5036,-0.185,0.020
5037,-0.195,0.015
5038,-0.210,0.000
5039,-0.230,-0.005
5040,-0.220,0.030
5041,-0.210,0.025
5042,-0.190,0.025
5043,-0.170,0.015
5044,-0.185,0.015
5045,-0.190,0.015
5046,-0.195,0.025
5047,-0.165,0.035
5048,-0.160,0.060
5049,-0.160,0.045
5050,-0.160,0.030
5051,-0.160,0.040
5052,-0.165,0.060
5053,-0.150,0.080
5054,-0.130,0.080
5055,-0.125,0.070
5056,-0.135,0.070
5057,-0.165,0.075
5058,-0.160,0.075
5059,-0.135,0.090
5060,-0.125,0.090
5061,-0.140,0.065
5062,-0.160,0.050
5063,-0.180,0.040
5064,-0.200,0.050
5065,-0.195,0.060
5066,-0.185,0.055
5067,-0.190,0.050
5068,-0.200,0.035
5069,-0.210,0.045
5070,-0.205,0.045
5071,-0.190,0.065
5072,-0.170,0.070
5073,-0.175,0.075
5074,-0.175,0.070
5075,-0.200,0.075
5076,-0.180,0.070
5077,-0.165,0.080
5078,-0.150,0.075
5079,-0.150,0.070
5080,-0.170,0.035
5081,-0.185,0.040
5082,-0.200,0.040
5083,-0.200,0.045
5084,-0.205,0.045
5085,-0.220,0.025
5086,-0.235,0.025
5087,-0.250,0.015
5088,-0.250,0.035
5089,-0.225,0.045
5090,-0.210,0.055
5091,-0.220,0.050
5092,-0.225,0.025
5093,-0.245,0.020
5094,-0.255,0.025
5095,-0.250,0.045
5096,-0.220,0.035
5097,-0.225,0.020
5098,-0.235,0.010
5099,-0.245,0.005
5100,-0.240,0.020
5101,-0.240,0.035
5102,-0.240,0.050
5103,-0.235,0.025
5104,-0.230,-0.005
5105,-0.260,-0.015
5106,-0.270,0.010
5107,-0.240,0.025
5108,-0.210,0.045
5109,-0.210,0.040
5110,-0.210,0.035
5111,-0.230,0.020
5112,-0.220,0.030
5113,-0.220,0.050
5114,-0.205,0.050
5115,-0.230,0.050
5116,-0.220,0.040
5117,-0.235,0.030
5118,-0.225,0.055
5119,-0.230,0.085
5120,-0.215,0.100
5121,-0.210,0.115
5122,-0.205,0.130
5123,-0.190,0.165
5124,-0.180,0.215
5125,-0.150,0.285
5126,-0.125,0.320
5127,-0.090,0.365
5128,-0.090,0.415
5129,-0.130,0.490
5130,-0.180,0.615
5131,-0.220,0.760
5132,-0.245,0.910
5133,-0.290,1.035
5134,-0.345,1.165
5135,-0.440,1.305
5136,-0.515,1.445
5137,-0.565,1.615
5138,-0.555,1.785
5139,-0.495,1.965
5140,-0.430,2.090
5141,-0.325,2.130
5142,-0.200,2.065
5143,-0.075,1.860
5144,0.020,1.495
5145,0.035,1.055
5146,-0.065,0.655
5147,-0.240,0.385
5148,-0.435,0.195
5149,-0.550,0.095
5150,-0.585,0.040
5151,-0.585,0.015
5152,-0.570,0.015
5153,-0.515,0.005
5154,-0.420,0.030
5155,-0.330,0.045
5156,-0.245,0.030
5157,-0.240,0.005
5158,-0.230,-0.020
5159,-0.235,-0.040
5160,-0.230,-0.045
5161,-0.215,-0.045
5162,-0.200,-0.050
5163,-0.205,-0.065
5164,-0.210,-0.075
5165,-0.215,-0.075
5166,-0.210,-0.080
5167,-0.195,-0.060
5168,-0.170,-0.080
5169,-0.170,-0.095
5170,-0.175,-0.100
5171,-0.175,-0.075
5172,-0.170,-0.080
5173,-0.170,-0.075
5174,-0.150,-0.075
5175,-0.145,-0.090
5176,-0.165,-0.110
5177,-0.165,-0.110
5178,-0.165,-0.105
5179,-0.165,-0.100
5180,-0.145,-0.090
5181,-0.140,-0.095
5182,-0.150,-0.110
5183,-0.155,-0.120
5184,-0.160,-0.105
5185,-0.145,-0.085
5186,-0.145,-0.095
5187,-0.130,-0.125
5188,-0.150,-0.135
5189,-0.165,-0.125
5190,-0.175,-0.110
5191,-0.155,-0.095
5192,-0.145,-0.090
5193,-0.125,-0.105
5194,-0.145,-0.120
5195,-0.150,-0.130
5196,-0.155,-0.125
5197,-0.150,-0.110
5198,-0.115,-0.110
5199,-0.130,-0.105
5200,-0.140,-0.125
5201,-0.145,-0.140
5202,-0.140,-0.130
5203,-0.140,-0.120
5204,-0.135,-0.130
5205,-0.110,-0.135
5206,-0.130,-0.150
5207,-0.130,-0.135
5208,-0.140,-0.135
5209,-0.140,-0.115
5210,-0.110,-0.120
5211,-0.130,-0.115
5212,-0.140,-0.150
5213,-0.130,-0.140
5214,-0.125,-0.145
5215,-0.105,-0.135
5216,-0.100,-0.125
5217,-0.095,-0.125
5218,-0.115,-0.140
5219,-0.115,-0.125
5220,-0.115,-0.125
5221,-0.085,-0.115
5222,-0.080,-0.125
5223,-0.080,-0.125
5224,-0.100,-0.130
5225,-0.105,-0.130
5226,-0.095,-0.130
5227,-0.075,-0.110
5228,-0.055,-0.105
5229,-0.060,-0.120
5230,-0.065,-0.105
5231,-0.085,-0.100
5232,-0.060,-0.100
5233,-0.045,-0.075
5234,-0.015,-0.080
5235,-0.025,-0.075
5236,-0.045,-0.080
5237,-0.050,-0.050
5238,-0.030,-0.030
5239,0.000,-0.020
5240,0.015,0.005
5241,0.015,0.015
5242,-0.005,0.020
5243,-0.005,0.035
5244,0.010,0.060
5245,0.020,0.085
5246,0.025,0.100
5247,0.025,0.105
5248,0.025,0.120
5249,0.010,0.140
5250,0.020,0.175
5251,0.035,0.205
5252,0.055,0.215
5253,0.045,0.220
5254,0.030,0.205
5255,0.015,0.220
5256,0.025,0.250
5257,0.010,0.275
5258,0.035,0.270
5259,0.030,0.260
5260,0.005,0.235
5261,-0.025,0.220
5262,-0.030,0.220
5263,-0.020,0.225
5264,-0.025,0.215
5265,-0.035,0.210
5266,-0.055,0.195
5267,-0.085,0.170
5268,-0.090,0.165
5269,-0.075,0.160
5270,-0.095,0.155
5271,-0.095,0.135
5272,-0.115,0.115
5273,-0.140,0.100
5274,-0.155,0.100
5275,-0.130,0.105
5276,-0.140,0.105
5277,-0.135,0.085
5278,-0.165,0.060
5279,-0.190,0.065
5280,-0.195,0.070
5281,-0.175,0.085
5282,-0.160,0.090
5283,-0.160,0.085
5284,-0.185,0.060
5285,-0.195,0.050
5286,-0.190,0.050
5287,-0.185,0.055
5288,-0.185,0.065
5289,-0.190,0.065
5290,-0.180,0.055
5291,-0.210,0.055
5292,-0.205,0.070
5293,-0.205,0.080
5294,-0.185,0.075
5295,-0.190,0.060
5296,-0.205,0.035
5297,-0.205,0.035
5298,-0.215,0.045
5299,-0.195,0.070
5300,-0.180,0.060
5301,-0.195,0.045
5302,-0.210,0.035
5303,-0.210,0.020
5304,-0.220,0.030
5305,-0.205,0.035
5306,-0.200,0.040
5307,-0.205,0.035
5308,-0.210,0.015
5309,-0.205,0.015
5310,-0.215,0.015
5311,-0.205,0.030
5312,-0.190,0.025
5313,-0.200,0.010
5314,-0.230,0.000
5315,-0.240,0.015
5316,-0.250,0.015
5317,-0.210,0.035
5318,-0.200,0.040
5319,-0.210,0.020
5320,-0.210,0.015
5321,-0.225,0.000
5322,-0.225,0.005
5323,-0.225,0.015
5324,-0.215,0.020
5325,-0.200,0.015
5326,-0.205,0.005
5327,-0.215,0.020
5328,-0.225,0.020
5329,-0.205,0.030
5330,-0.195,0.025
5331,-0.195,0.005
5332,-0.220,-0.010
5333,-0.230,0.000
5334,-0.230,0.020
5335,-0.220,0.035
5336,-0.210,0.040
5337,-0.205,0.020
5338,-0.225,0.015
5339,-0.235,0.010
5340,-0.230,0.025
5341,-0.210,0.025
5342,-0.200,0.040
5343,-0.210,0.035
5344,-0.215,0.015
5345,-0.225,0.015
5346,-0.250,0.030
5347,-0.220,0.035
5348,-0.200,0.020
5349,-0.200,0.025
5350,-0.225,0.005
5351,-0.250,0.015
5352,-0.230,0.020
5353,-0.215,0.040
5354,-0.205,0.030
5355,-0.215,0.020
5356,-0.230,0.010
5357,-0.245,0.005
5358,-0.240,0.020
5359,-0.225,0.015
5360,-0.220,0.040
5361,-0.230,0.025
5362,-0.235,0.010
5363,-0.255,0.005
5364,-0.265,0.025
5365,-0.255,0.030
5366,-0.220,0.025
5367,-0.245,0.015
5368,-0.245,0.005
5369,-0.265,0.010
5370,-0.270,0.025
5371,-0.250,0.025
5372,-0.225,0.040
5373,-0.235,0.030
5374,-0.250,0.005
5375,-0.255,0.015
5376,-0.260,0.015
5377,-0.265,0.030
5378,-0.230,0.030
5379,-0.225,0.015
5380,-0.255,0.015
5381,-0.265,0.005
5382,-0.255,0.015
5383,-0.245,0.010
5384,-0.235,0.010
5385,-0.240,0.010
5386,-0.270,-0.010
5387,-0.270,0.000
5388,-0.270,0.015
5389,-0.260,0.020
5390,-0.245,0.020
5391,-0.260,0.010
5392,-0.280,0.005
5393,-0.285,0.000
5394,-0.275,0.010
5395,-0.260,0.025
5396,-0.255,0.015
5397,-0.265,0.015
5398,-0.270,0.005
5399,-0.275,-0.005
5400,-0.275,-0.005
5401,-0.250,0.015
5402,-0.260,0.015
5403,-0.255,0.000
5404,-0.275,-0.015
5405,-0.265,-0.010
5406,-0.280,0.010
5407,-0.260,0.010
5408,-0.230,0.010
5409,-0.250,0.010
5410,-0.260,0.005
5411,-0.265,0.000
5412,-0.275,0.010
5413,-0.270,0.010
5414,-0.255,0.025
5415,-0.255,0.000
5416,-0.260,0.000
5417,-0.275,-0.015
5418,-0.270,0.005
5419,-0.265,0.015
5420,-0.245,0.025
5421,-0.260,0.015
5422,-0.270,-0.005
5423,-0.280,-0.010
5424,-0.290,0.010
5425,-0.280,0.020
5426,-0.250,0.025
5427,-0.260,0.015
5428,-0.260,-0.010
5429,-0.300,0.000
5430,-0.285,0.005
5431,-0.280,0.010
5432,-0.250,0.020
5433,-0.260,0.015
5434,-0.265,-0.005
5435,-0.270,-0.005
5436,-0.280,0.010
5437,-0.255,0.010
5438,-0.240,0.025
5439,-0.240,0.005
5440,-0.280,-0.010
5441,-0.275,-0.005
5442,-0.280,0.015
5443,-0.275,0.010
5444,-0.250,0.020
5445,-0.245,0.005
5446,-0.275,0.005
5447,-0.280,0.000
5448,-0.265,0.005
5449,-0.255,0.020
5450,-0.255,0.015
5451,-0.250,0.005
5452,-0.260,-0.005
5453,-0.285,-0.005
5454,-0.280,0.000
5455,-0.270,0.010
5456,-0.255,0.020
5457,-0.240,0.005
5458,-0.245,0.005
5459,-0.260,0.020
5460,-0.230,0.025
5461,-0.225,0.050
5462,-0.215,0.040
5463,-0.210,0.035
5464,-0.230,0.030
5465,-0.220,0.025
5466,-0.220,0.040
5467,-0.205,0.060
5468,-0.180,0.070
5469,-0.180,0.050
5470,-0.190,0.050
5471,-0.200,0.055
5472,-0.205,0.065
5473,-0.205,0.075
5474,-0.195,0.065
5475,-0.195,0.050
5476,-0.230,0.025
5477,-0.255,0.020
5478,-0.255,0.030
5479,-0.240,0.035
5480,-0.245,0.035
5481,-0.245,0.030
5482,-0.250,0.015
5483,-0.270,0.020
5484,-0.250,0.030
5485,-0.235,0.050
5486,-0.220,0.065
5487,-0.220,0.045
5488,-0.240,0.045
5489,-0.250,0.035
5490,-0.235,0.045
5491,-0.220,0.055
5492,-0.200,0.055
5493,-0.205,0.040
5494,-0.215,0.010
5495,-0.245,-0.005
5496,-0.265,-0.005
5497,-0.265,0.005
5498,-0.265,-0.005
5499,-0.275,0.005
5500,-0.295,-0.015
5501,-0.295,-0.005
5502,-0.295,-0.005
5503,-0.280,0.010
5504,-0.260,0.000
5505,-0.270,-0.005
5506,-0.280,-0.025
5507,-0.305,-0.020
5508,-0.295,-0.015
5509,-0.280,-0.005
5510,-0.265,-0.005
5511,-0.280,-0.010
5512,-0.285,-0.020
5513,-0.300,-0.015
5514,-0.290,-0.005
5515,-0.275,-0.005
5516,-0.260,-0.010
5517,-0.280,-0.025
5518,-0.295,-0.025
5519,-0.295,-0.015
5520,-0.285,-0.005
5521,-0.260,0.010
5522,-0.255,-0.005
5523,-0.270,-0.005
5524,-0.280,-0.015
5525,-0.290,-0.010
5526,-0.285,0.005
5527,-0.260,0.030
5528,-0.250,0.040
5529,-0.255,0.050
5530,-0.255,0.050
5531,-0.255,0.075
5532,-0.245,0.130
5533,-0.215,0.185
5534,-0.190,0.250
5535,-0.185,0.295
5536,-0.180,0.340
5537,-0.215,0.380
5538,-0.270,0.520
5539,-0.345,0.670
5540,-0.410,0.825
5541,-0.475,0.965
5542,-0.545,1.105
5543,-0.645,1.275
5544,-0.715,1.440
5545,-0.755,1.620
5546,-0.725,1.815
5547,-0.660,2.020
5548,-0.570,2.145
5549,-0.470,2.140
5550,-0.325,1.950
5551,-0.185,1.605
5552,-0.135,1.120
5553,-0.195,0.690
5554,-0.365,0.385
5555,-0.550,0.160
5556,-0.650,0.030
5557,-0.670,-0.020
5558,-0.640,-0.015
5559,-0.585,-0.015
5560,-0.505,-0.015
5561,-0.425,-0.030
5562,-0.320,-0.015
5563,-0.290,-0.015
5564,-0.245,-0.020
5565,-0.235,-0.050
5566,-0.225,-0.085
5567,-0.240,-0.100
5568,-0.245,-0.095
5569,-0.225,-0.100
5570,-0.215,-0.105
5571,-0.200,-0.120
5572,-0.210,-0.140
5573,-0.215,-0.130
5574,-0.205,-0.130
5575,-0.205,-0.125
5576,-0.190,-0.115
5577,-0.190,-0.120
5578,-0.185,-0.140
5579,-0.200,-0.150
5580,-0.180,-0.130
5581,-0.155,-0.130
5582,-0.150,-0.130
5583,-0.155,-0.140
5584,-0.155,-0.165
5585,-0.170,-0.160
5586,-0.160,-0.140
5587,-0.150,-0.145
5588,-0.140,-0.145
5589,-0.130,-0.170
5590,-0.150,-0.180
5591,-0.145,-0.180
5592,-0.145,-0.165
5593,-0.140,-0.155
5594,-0.140,-0.155
5595,-0.135,-0.170
5596,-0.145,-0.190
5597,-0.155,-0.190
5598,-0.150,-0.180
5599,-0.145,-0.180
5600,-0.120,-0.170
5601,-0.135,-0.180
5602,-0.145,-0.200
5603,-0.145,-0.190
5604,-0.145,-0.185
5605,-0.125,-0.170
5606,-0.120,-0.175
5607,-0.125,-0.185
5608,-0.135,-0.200
5609,-0.145,-0.200
5610,-0.135,-0.180
5611,-0.120,-0.170
5612,-0.115,-0.155
5613,-0.120,-0.165
5614,-0.125,-0.195
5615,-0.120,-0.190
5616,-0.105,-0.180
5617,-0.100,-0.165
5618,-0.080,-0.165
5619,-0.075,-0.175
5620,-0.080,-0.190
5621,-0.090,-0.170
5622,-0.095,-0.160
5623,-0.070,-0.145
5624,-0.055,-0.160
5625,-0.055,-0.160
5626,-0.060,-0.165
5627,-0.070,-0.170
5628,-0.055,-0.155
5629,-0.060,-0.130
5630,-0.035,-0.125
5631,-0.030,-0.140
5632,-0.025,-0.140
5633,-0.045,-0.135
5634,-0.030,-0.110
5635,0.000,-0.080
5636,0.000,-0.080
5637,0.005,-0.080
5638,-0.005,-0.070
5639,-0.005,-0.060
5640,0.005,-0.035
5641,0.025,-0.010
5642,0.035,0.000
5643,0.035,0.005
5644,0.035,0.015
5645,0.015,0.030
5646,0.035,0.055
5647,0.050,0.090
5648,0.075,0.095
5649,0.065,0.100
5650,0.065,0.110
5651,0.050,0.140
5652,0.060,0.160
5653,0.075,0.205
5654,0.090,0.220
5655,0.070,0.215
5656,0.060,0.220
5657,0.070,0.220
5658,0.065,0.240
5659,0.070,0.260
5660,0.075,0.255
5661,0.070,0.245
5662,0.040,0.240
5663,0.025,0.225
5664,0.010,0.250
5665,0.015,0.245
5666,0.005,0.230
5667,-0.010,0.215
5668,-0.020,0.195
5669,-0.040,0.180
5670,-0.055,0.185
5671,-0.050,0.185
5672,-0.045,0.175
5673,-0.065,0.145
5674,-0.090,0.120
5675,-0.105,0.120
5676,-0.115,0.115
5677,-0.115,0.120
5678,-0.110,0.105
5679,-0.120,0.100
5680,-0.135,0.070
5681,-0.150,0.075
5682,-0.150,0.075
5683,-0.145,0.090
5684,-0.145,0.075
5685,-0.140,0.080
5686,-0.170,0.060
5687,-0.175,0.055
5688,-0.170,0.065
5689,-0.165,0.080
5690,-0.165,0.075
5691,-0.175,0.060
5692,-0.185,0.040
5693,-0.190,0.050
5694,-0.180,0.060
5695,-0.165,0.075
5696,-0.170,0.065
5697,-0.180,0.055
5698,-0.170,0.040
5699,-0.200,0.040
5700,-0.185,0.055
5701,-0.190,0.065
5702,-0.175,0.060
5703,-0.175,0.060
5704,-0.175,0.045
5705,-0.195,0.055
5706,-0.195,0.055
5707,-0.170,0.060
5708,-0.160,0.060
5709,-0.175,0.045
5710,-0.190,0.025
5711,-0.205,0.035
5712,-0.185,0.035
5713,-0.165,0.050
5714,-0.155,0.040
5715,-0.160,0.040
5716,-0.185,0.015
5717,-0.195,0.020
5718,-0.185,0.030
5719,-0.185,0.030
5720,-0.170,0.040
5721,-0.175,0.025
5722,-0.190,0.020
5723,-0.195,0.020
5724,-0.190,0.035
5725,-0.160,0.040
5726,-0.155,0.040
5727,-0.155,0.020
5728,-0.175,0.010
5729,-0.180,0.020
5730,-0.190,0.035
5731,-0.170,0.050
5732,-0.160,0.040
5733,-0.160,0.035
5734,-0.165,0.015
5735,-0.180,0.015
5736,-0.175,0.030
5737,-0.165,0.045
5738,-0.160,0.045
5739,-0.155,0.035
5740,-0.170,0.040
5741,-0.200,0.025
5742,-0.205,0.035
5743,-0.175,0.045
5744,-0.170,0.035
5745,-0.170,0.025
5746,-0.190,0.030
5747,-0.195,0.030
5748,-0.190,0.035
5749,-0.175,0.055
5750,-0.160,0.045
5751,-0.165,0.035
5752,-0.195,0.025
5753,-0.200,0.025
5754,-0.190,0.035
5755,-0.180,0.050
5756,-0.170,0.050
5757,-0.185,0.045
5758,-0.200,0.015
5759,-0.200,0.025
5760,-0.200,0.030
5761,-0.190,0.030
5762,-0.190,0.040
5763,-0.195,0.035
5764,-0.200,0.020
5765,-0.220,0.010
5766,-0.220,0.020
5767,-0.220,0.030
5768,-0.205,0.040
5769,-0.215,0.020
5770,-0.240,0.010
5771,-0.235,0.020
5772,-0.240,0.030
5773,-0.210,0.035
5774,-0.210,0.020
5775,-0.225,0.010
5776,-0.225,0.000
5777,-0.245,-0.010
5778,-0.255,0.020
5779,-0.235,0.020
5780,-0.215,0.020
5781,-0.225,0.005
5782,-0.230,0.000
5783,-0.235,0.000
5784,-0.260,0.005
5785,-0.235,0.020
5786,-0.215,0.015
5787,-0.220,0.010
5788,-0.235,0.000
5789,-0.250,0.000
5790,-0.260,0.020
5791,-0.230,0.020
5792,-0.240,0.015
5793,-0.245,0.010
5794,-0.250,-0.005
5795,-0.260,-0.005
5796,-0.255,0.020
5797,-0.240,0.015
5798,-0.225,0.015
5799,-0.230,0.010
5800,-0.240,0.000
5801,-0.250,0.005
5802,-0.255,0.020
5803,-0.240,0.015
5804,-0.225,0.015
5805,-0.240,0.005
5806,-0.245,-0.005
5807,-0.260,0.015
5808,-0.260,0.020
5809,-0.260,0.035
5810,-0.235,0.025
5811,-0.250,0.020
5812,-0.255,-0.005
5813,-0.270,0.010
5814,-0.265,0.010
5815,-0.245,0.035
5816,-0.230,0.035
5817,-0.230,0.030
5818,-0.245,0.005
5819,-0.255,0.015
5820,-0.245,0.030
5821,-0.230,0.040
5822,-0.220,0.025
5823,-0.220,0.010
5824,-0.240,0.000
5825,-0.245,0.020
5826,-0.245,0.030
